,name,x1,x2,y1,y2,classname,image
4236,4331.png,279,48,419,228,face_with_mask,"[[[70 33  8]
  [65 35 11]
  [61 38 12]
  ...
  [91 73 53]
  [91 74 54]
  [91 74 52]]

 [[68 29  6]
  [66 31  8]
  [62 33 11]
  ...
  [84 67 51]
  [85 68 52]
  [85 67 50]]

 [[68 31 10]
  [66 33 12]
  [64 34 14]
  ...
  [72 57 44]
  [73 57 44]
  [73 58 44]]

 ...

 [[10  6  1]
  [11  7  2]
  [12  8  4]
  ...
  [ 6  6  2]
  [ 5  5  0]
  [ 7  6  2]]

 [[10  5  2]
  [12  7  3]
  [12  7  3]
  ...
  [ 7  5  2]
  [ 8  4  1]
  [ 7  5  1]]

 [[11  5  2]
  [13  8  4]
  [11  6  2]
  ...
  [ 8  4  2]
  [ 9  3  2]
  [ 6  4  0]]]"
4239,2792.png,339,268,400,337,face_with_mask,"[[[254 255 255]
  [250 251 251]
  [231 233 235]
  ...
  [154 155 150]
  [153 154 149]
  [151 152 147]]

 [[253 254 255]
  [245 246 248]
  [224 226 228]
  ...
  [154 155 150]
  [153 154 149]
  [151 152 147]]

 [[252 253 253]
  [237 238 240]
  [217 219 222]
  ...
  [153 154 149]
  [153 154 149]
  [151 152 147]]

 ...

 [[222 232 234]
  [230 240 242]
  [227 237 240]
  ...
  [202 202 200]
  [202 202 200]
  [202 202 200]]

 [[226 236 238]
  [214 224 226]
  [212 222 225]
  ...
  [201 201 199]
  [202 202 200]
  [202 202 199]]

 [[217 228 232]
  [209 220 224]
  [198 209 213]
  ...
  [205 206 201]
  [204 205 200]
  [202 203 198]]]"
4241,3663.png,58,53,270,346,face_with_mask,"[[[ 20  21  24]
  [ 20  21  24]
  [ 20  21  24]
  ...
  [191 202 230]
  [ 20  21  24]
  [ 20  21  24]]

 [[ 20  21  24]
  [ 20  21  24]
  [ 20  21  24]
  ...
  [189 202 229]
  [ 20  21  24]
  [ 20  21  24]]

 [[ 20  21  24]
  [ 20  21  24]
  [ 20  21  24]
  ...
  [188 202 229]
  [ 20  21  24]
  [ 20  21  24]]

 ...

 [[ 20  21  24]
  [ 20  21  24]
  [ 20  21  24]
  ...
  [ 76  75  71]
  [ 20  21  24]
  [ 20  21  24]]

 [[ 20  21  24]
  [ 20  21  24]
  [ 20  21  24]
  ...
  [ 76  75  71]
  [ 20  21  24]
  [ 20  21  24]]

 [[ 20  21  24]
  [ 20  21  24]
  [ 20  21  24]
  ...
  [ 20  21  24]
  [ 20  21  24]
  [ 20  21  24]]]"
4244,3972.png,438,198,510,296,face_with_mask,"[[[  1   0   2]
  [  0   0   2]
  [  0   0   2]
  ...
  [ 27  26  32]
  [ 31  30  35]
  [ 30  28  36]]

 [[  1   0   1]
  [  0   0   3]
  [  1   0   1]
  ...
  [ 28  27  33]
  [ 28  27  34]
  [ 13  11  21]]

 [[  1   0   2]
  [  0   0   2]
  [  0   0   1]
  ...
  [ 25  24  30]
  [ 31  29  39]
  [ 21  19  32]]

 ...

 [[102 106 140]
  [109 112 144]
  [121 125 154]
  ...
  [119 114 130]
  [120 115 129]
  [123 118 132]]

 [[103 105 141]
  [ 93  96 128]
  [ 83  86 116]
  ...
  [119 115 134]
  [122 118 132]
  [127 123 137]]

 [[163 167 193]
  [145 150 176]
  [129 133 160]
  ...
  [128 124 143]
  [125 121 136]
  [121 118 132]]]"
4245,3972.png,257,329,337,397,face_with_mask,"[[[  1   0   2]
  [  0   0   2]
  [  0   0   2]
  ...
  [ 27  26  32]
  [ 31  30  35]
  [ 30  28  36]]

 [[  1   0   1]
  [  0   0   3]
  [  1   0   1]
  ...
  [ 28  27  33]
  [ 28  27  34]
  [ 13  11  21]]

 [[  1   0   2]
  [  0   0   2]
  [  0   0   1]
  ...
  [ 25  24  30]
  [ 31  29  39]
  [ 21  19  32]]

 ...

 [[102 106 140]
  [109 112 144]
  [121 125 154]
  ...
  [119 114 130]
  [120 115 129]
  [123 118 132]]

 [[103 105 141]
  [ 93  96 128]
  [ 83  86 116]
  ...
  [119 115 134]
  [122 118 132]
  [127 123 137]]

 [[163 167 193]
  [145 150 176]
  [129 133 160]
  ...
  [128 124 143]
  [125 121 136]
  [121 118 132]]]"
4249,4954.png,258,204,371,347,face_with_mask,"[[[191 194 202]
  [187 189 198]
  [194 197 205]
  ...
  [239 239 239]
  [255 255 255]
  [255 255 255]]

 [[198 198 205]
  [193 193 198]
  [190 189 193]
  ...
  [239 239 239]
  [255 255 255]
  [255 255 255]]

 [[213 212 217]
  [208 207 208]
  [197 196 193]
  ...
  [239 239 239]
  [255 255 255]
  [255 255 255]]

 ...

 [[ 26  11  10]
  [ 11   3   2]
  [  4   2   2]
  ...
  [239 239 239]
  [255 255 255]
  [255 255 255]]

 [[ 38  21  18]
  [ 21  11   8]
  [ 12   7   5]
  ...
  [239 239 239]
  [255 255 255]
  [255 255 255]]

 [[ 51  33  27]
  [ 35  23  17]
  [ 26  18  13]
  ...
  [239 239 239]
  [255 255 255]
  [255 255 255]]]"
4252,3820.png,112,192,269,326,face_with_mask,"[[[100 102  91]
  [111 113 102]
  [113 115 104]
  ...
  [119 123 137]
  [109 112 126]
  [ 91  93 106]]

 [[124 127 114]
  [131 135 121]
  [130 134 119]
  ...
  [126 130 140]
  [106 110 119]
  [ 85  89  98]]

 [[150 154 137]
  [152 156 138]
  [148 153 134]
  ...
  [124 128 135]
  [109 113 119]
  [ 75  80  85]]

 ...

 [[148 130 118]
  [154 136 124]
  [157 138 127]
  ...
  [ 92 117 162]
  [ 84 111 154]
  [ 80 108 148]]

 [[142 126 112]
  [148 131 117]
  [151 135 121]
  ...
  [ 72  97 142]
  [ 63  90 132]
  [ 49  77 117]]

 [[124 111  95]
  [131 117 101]
  [136 122 107]
  ...
  [ 58  85 129]
  [ 54  82 124]
  [ 45  74 114]]]"
4254,3820.png,555,248,633,332,face_with_mask,"[[[100 102  91]
  [111 113 102]
  [113 115 104]
  ...
  [119 123 137]
  [109 112 126]
  [ 91  93 106]]

 [[124 127 114]
  [131 135 121]
  [130 134 119]
  ...
  [126 130 140]
  [106 110 119]
  [ 85  89  98]]

 [[150 154 137]
  [152 156 138]
  [148 153 134]
  ...
  [124 128 135]
  [109 113 119]
  [ 75  80  85]]

 ...

 [[148 130 118]
  [154 136 124]
  [157 138 127]
  ...
  [ 92 117 162]
  [ 84 111 154]
  [ 80 108 148]]

 [[142 126 112]
  [148 131 117]
  [151 135 121]
  ...
  [ 72  97 142]
  [ 63  90 132]
  [ 49  77 117]]

 [[124 111  95]
  [131 117 101]
  [136 122 107]
  ...
  [ 58  85 129]
  [ 54  82 124]
  [ 45  74 114]]]"
4258,5339.jpg,213,85,268,155,face_no_mask,"[[[ 10  19  16]
  [ 11  20  17]
  [ 14  20  18]
  ...
  [ 24  27  20]
  [ 26  29  22]
  [ 28  31  24]]

 [[ 17  29  25]
  [ 14  26  22]
  [ 11  22  18]
  ...
  [ 22  25  18]
  [ 23  26  19]
  [ 25  28  21]]

 [[ 33  56  46]
  [ 29  52  42]
  [ 27  48  39]
  ...
  [ 20  25  18]
  [ 21  26  19]
  [ 23  28  21]]

 ...

 [[166 166 168]
  [142 142 144]
  [143 141 142]
  ...
  [174 174 174]
  [173 173 173]
  [173 173 173]]

 [[140 138 139]
  [160 158 159]
  [185 183 184]
  ...
  [183 183 183]
  [175 175 175]
  [168 168 168]]

 [[168 166 167]
  [195 193 194]
  [196 194 195]
  ...
  [182 182 182]
  [172 172 172]
  [163 163 163]]]"
4260,3935.png,285,17,371,150,face_with_mask,"[[[173 164 118]
  [174 165 119]
  [175 166 120]
  ...
  [216 205 174]
  [216 205 174]
  [216 205 174]]

 [[176 165 120]
  [176 165 120]
  [176 165 120]
  ...
  [216 205 173]
  [216 205 173]
  [216 205 173]]

 [[176 165 120]
  [176 165 120]
  [176 165 120]
  ...
  [216 205 173]
  [216 205 173]
  [216 205 173]]

 ...

 [[135 140 144]
  [150 155 159]
  [157 162 166]
  ...
  [ 37  55  61]
  [ 47  67  74]
  [ 40  61  68]]

 [[145 150 154]
  [155 160 164]
  [149 154 158]
  ...
  [ 42  61  67]
  [ 56  77  83]
  [ 49  71  77]]

 [[151 156 160]
  [156 161 165]
  [156 161 165]
  ...
  [ 45  66  72]
  [ 60  82  88]
  [ 56  79  85]]]"
4262,4494.png,150,138,514,622,face_with_mask,"[[[ 64  64  64]
  [ 64  64  64]
  [ 64  64  64]
  ...
  [ 64  64  64]
  [ 64  64  64]
  [ 64  64  64]]

 [[ 64  64  64]
  [ 64  64  64]
  [ 64  64  64]
  ...
  [ 64  64  64]
  [ 64  64  64]
  [ 64  64  64]]

 [[ 64  64  64]
  [ 64  64  64]
  [ 64  64  64]
  ...
  [ 64  64  64]
  [ 64  64  64]
  [ 64  64  64]]

 ...

 [[ 40  82  83]
  [ 40  82  83]
  [ 40  82  83]
  ...
  [ 47  90  91]
  [ 49  91  91]
  [ 49  92  92]]

 [[ 44  91  92]
  [ 45  91  93]
  [ 45  91  93]
  ...
  [ 52 100 101]
  [ 53 100 100]
  [ 53 100 100]]

 [[ 44  91  92]
  [ 44  91  92]
  [ 45  91  92]
  ...
  [ 51  98  99]
  [ 52  99  99]
  [ 52  99  99]]]"
4264,4856.png,611,34,712,188,face_with_mask,"[[[166 165 146]
  [156 153 135]
  [147 142 124]
  ...
  [167 176 184]
  [167 176 184]
  [167 176 184]]

 [[166 164 145]
  [155 152 134]
  [146 142 124]
  ...
  [167 176 184]
  [167 176 184]
  [167 176 184]]

 [[165 164 145]
  [156 153 134]
  [148 143 125]
  ...
  [167 176 184]
  [167 176 184]
  [167 176 184]]

 ...

 [[113 100  85]
  [113 100  86]
  [113 100  86]
  ...
  [123 112 125]
  [109  97 110]
  [ 92  79  91]]

 [[113 100  85]
  [113 100  86]
  [113 100  86]
  ...
  [121 109 122]
  [108  95 108]
  [ 92  77  89]]

 [[113 100  85]
  [113 100  86]
  [113 100  86]
  ...
  [118 105 118]
  [105  92 105]
  [ 90  76  88]]]"
4265,4856.png,478,27,551,140,face_with_mask,"[[[166 165 146]
  [156 153 135]
  [147 142 124]
  ...
  [167 176 184]
  [167 176 184]
  [167 176 184]]

 [[166 164 145]
  [155 152 134]
  [146 142 124]
  ...
  [167 176 184]
  [167 176 184]
  [167 176 184]]

 [[165 164 145]
  [156 153 134]
  [148 143 125]
  ...
  [167 176 184]
  [167 176 184]
  [167 176 184]]

 ...

 [[113 100  85]
  [113 100  86]
  [113 100  86]
  ...
  [123 112 125]
  [109  97 110]
  [ 92  79  91]]

 [[113 100  85]
  [113 100  86]
  [113 100  86]
  ...
  [121 109 122]
  [108  95 108]
  [ 92  77  89]]

 [[113 100  85]
  [113 100  86]
  [113 100  86]
  ...
  [118 105 118]
  [105  92 105]
  [ 90  76  88]]]"
4266,4856.png,237,86,304,173,face_with_mask,"[[[166 165 146]
  [156 153 135]
  [147 142 124]
  ...
  [167 176 184]
  [167 176 184]
  [167 176 184]]

 [[166 164 145]
  [155 152 134]
  [146 142 124]
  ...
  [167 176 184]
  [167 176 184]
  [167 176 184]]

 [[165 164 145]
  [156 153 134]
  [148 143 125]
  ...
  [167 176 184]
  [167 176 184]
  [167 176 184]]

 ...

 [[113 100  85]
  [113 100  86]
  [113 100  86]
  ...
  [123 112 125]
  [109  97 110]
  [ 92  79  91]]

 [[113 100  85]
  [113 100  86]
  [113 100  86]
  ...
  [121 109 122]
  [108  95 108]
  [ 92  77  89]]

 [[113 100  85]
  [113 100  86]
  [113 100  86]
  ...
  [118 105 118]
  [105  92 105]
  [ 90  76  88]]]"
4267,4856.png,107,100,192,206,face_with_mask,"[[[166 165 146]
  [156 153 135]
  [147 142 124]
  ...
  [167 176 184]
  [167 176 184]
  [167 176 184]]

 [[166 164 145]
  [155 152 134]
  [146 142 124]
  ...
  [167 176 184]
  [167 176 184]
  [167 176 184]]

 [[165 164 145]
  [156 153 134]
  [148 143 125]
  ...
  [167 176 184]
  [167 176 184]
  [167 176 184]]

 ...

 [[113 100  85]
  [113 100  86]
  [113 100  86]
  ...
  [123 112 125]
  [109  97 110]
  [ 92  79  91]]

 [[113 100  85]
  [113 100  86]
  [113 100  86]
  ...
  [121 109 122]
  [108  95 108]
  [ 92  77  89]]

 [[113 100  85]
  [113 100  86]
  [113 100  86]
  ...
  [118 105 118]
  [105  92 105]
  [ 90  76  88]]]"
4268,4856.png,189,61,246,136,face_no_mask,"[[[166 165 146]
  [156 153 135]
  [147 142 124]
  ...
  [167 176 184]
  [167 176 184]
  [167 176 184]]

 [[166 164 145]
  [155 152 134]
  [146 142 124]
  ...
  [167 176 184]
  [167 176 184]
  [167 176 184]]

 [[165 164 145]
  [156 153 134]
  [148 143 125]
  ...
  [167 176 184]
  [167 176 184]
  [167 176 184]]

 ...

 [[113 100  85]
  [113 100  86]
  [113 100  86]
  ...
  [123 112 125]
  [109  97 110]
  [ 92  79  91]]

 [[113 100  85]
  [113 100  86]
  [113 100  86]
  ...
  [121 109 122]
  [108  95 108]
  [ 92  77  89]]

 [[113 100  85]
  [113 100  86]
  [113 100  86]
  ...
  [118 105 118]
  [105  92 105]
  [ 90  76  88]]]"
4274,5144.jpg,186,43,497,481,face_with_mask,"[[[219 230 234]
  [219 230 234]
  [219 230 234]
  ...
  [219 230 234]
  [219 230 234]
  [219 230 234]]

 [[219 230 234]
  [219 230 234]
  [219 230 234]
  ...
  [219 230 234]
  [219 230 234]
  [219 230 234]]

 [[219 230 234]
  [219 230 234]
  [219 230 234]
  ...
  [219 230 234]
  [219 230 234]
  [219 230 234]]

 ...

 [[ 82  91  64]
  [ 78  87  58]
  [ 77  83  55]
  ...
  [ 57  88 106]
  [ 56  87 105]
  [ 57  88 106]]

 [[ 79  88  61]
  [ 78  87  60]
  [ 83  89  61]
  ...
  [ 55  86 104]
  [ 55  86 104]
  [ 56  87 105]]

 [[ 76  86  61]
  [ 78  87  60]
  [ 86  92  64]
  ...
  [ 54  85 103]
  [ 56  87 105]
  [ 56  87 105]]]"
4277,3000.png,373,3,617,339,face_with_mask,"[[[ 67  68  51]
  [ 67  68  51]
  [ 66  66  50]
  ...
  [103 104 100]
  [103 104 100]
  [103 103  99]]

 [[ 66  66  51]
  [ 66  66  51]
  [ 66  66  51]
  ...
  [102 103  99]
  [102 103  99]
  [102 101  98]]

 [[ 66  66  52]
  [ 66  66  52]
  [ 66  66  52]
  ...
  [102 103  99]
  [101 102  98]
  [102 101  98]]

 ...

 [[100 103 108]
  [100 103 108]
  [100 103 108]
  ...
  [152 156 152]
  [150 154 149]
  [148 151 145]]

 [[ 99 102 107]
  [ 99 102 107]
  [ 99 102 107]
  ...
  [151 155 151]
  [150 154 149]
  [146 150 144]]

 [[102 105 110]
  [102 105 110]
  [102 105 110]
  ...
  [150 154 149]
  [148 151 147]
  [146 150 144]]]"
4280,3000.png,347,221,418,330,face_no_mask,"[[[ 67  68  51]
  [ 67  68  51]
  [ 66  66  50]
  ...
  [103 104 100]
  [103 104 100]
  [103 103  99]]

 [[ 66  66  51]
  [ 66  66  51]
  [ 66  66  51]
  ...
  [102 103  99]
  [102 103  99]
  [102 101  98]]

 [[ 66  66  52]
  [ 66  66  52]
  [ 66  66  52]
  ...
  [102 103  99]
  [101 102  98]
  [102 101  98]]

 ...

 [[100 103 108]
  [100 103 108]
  [100 103 108]
  ...
  [152 156 152]
  [150 154 149]
  [148 151 145]]

 [[ 99 102 107]
  [ 99 102 107]
  [ 99 102 107]
  ...
  [151 155 151]
  [150 154 149]
  [146 150 144]]

 [[102 105 110]
  [102 105 110]
  [102 105 110]
  ...
  [150 154 149]
  [148 151 147]
  [146 150 144]]]"
4283,3416.png,416,5,619,161,face_with_mask,"[[[ 33  33  41]
  [ 33  33  41]
  [ 34  34  42]
  ...
  [150 190 253]
  [150 190 253]
  [150 190 253]]

 [[ 34  34  42]
  [ 34  34  42]
  [ 34  34  42]
  ...
  [150 190 254]
  [150 190 254]
  [150 190 254]]

 [[ 34  34  42]
  [ 34  34  42]
  [ 34  34  42]
  ...
  [150 190 255]
  [150 190 255]
  [150 190 255]]

 ...

 [[ 84  93 108]
  [ 84  93 108]
  [ 84  93 108]
  ...
  [104  94  86]
  [104  94  86]
  [105  95  87]]

 [[ 85  94 111]
  [ 85  94 111]
  [ 85  94 111]
  ...
  [101  92  84]
  [101  92  84]
  [102  93  85]]

 [[ 85  94 111]
  [ 85  94 111]
  [ 85  94 111]
  ...
  [100  91  82]
  [101  92  84]
  [102  93  85]]]"
4284,3416.png,265,98,391,232,face_with_mask,"[[[ 33  33  41]
  [ 33  33  41]
  [ 34  34  42]
  ...
  [150 190 253]
  [150 190 253]
  [150 190 253]]

 [[ 34  34  42]
  [ 34  34  42]
  [ 34  34  42]
  ...
  [150 190 254]
  [150 190 254]
  [150 190 254]]

 [[ 34  34  42]
  [ 34  34  42]
  [ 34  34  42]
  ...
  [150 190 255]
  [150 190 255]
  [150 190 255]]

 ...

 [[ 84  93 108]
  [ 84  93 108]
  [ 84  93 108]
  ...
  [104  94  86]
  [104  94  86]
  [105  95  87]]

 [[ 85  94 111]
  [ 85  94 111]
  [ 85  94 111]
  ...
  [101  92  84]
  [101  92  84]
  [102  93  85]]

 [[ 85  94 111]
  [ 85  94 111]
  [ 85  94 111]
  ...
  [100  91  82]
  [101  92  84]
  [102  93  85]]]"
4290,5034.jpg,424,83,466,131,face_with_mask,"[[[101  97  59]
  [102  98  60]
  [114 109  71]
  ...
  [ 72  88  51]
  [ 69  85  48]
  [ 68  84  47]]

 [[103  99  61]
  [107 103  65]
  [115 110  72]
  ...
  [ 71  87  48]
  [ 67  83  46]
  [ 66  82  43]]

 [[106 101  61]
  [114 109  69]
  [117 112  74]
  ...
  [ 69  86  44]
  [ 65  81  42]
  [ 63  80  38]]

 ...

 [[118 144 119]
  [115 141 114]
  [ 98 124  95]
  ...
  [132 116 126]
  [158 142 152]
  [190 174 184]]

 [[ 98 124  99]
  [ 98 124  97]
  [ 86 115  85]
  ...
  [127 111 122]
  [134 118 129]
  [142 126 137]]

 [[ 96 122  97]
  [105 131 104]
  [103 132 102]
  ...
  [134 118 129]
  [133 117 128]
  [123 107 118]]]"
4291,5034.jpg,501,124,537,172,face_with_mask,"[[[101  97  59]
  [102  98  60]
  [114 109  71]
  ...
  [ 72  88  51]
  [ 69  85  48]
  [ 68  84  47]]

 [[103  99  61]
  [107 103  65]
  [115 110  72]
  ...
  [ 71  87  48]
  [ 67  83  46]
  [ 66  82  43]]

 [[106 101  61]
  [114 109  69]
  [117 112  74]
  ...
  [ 69  86  44]
  [ 65  81  42]
  [ 63  80  38]]

 ...

 [[118 144 119]
  [115 141 114]
  [ 98 124  95]
  ...
  [132 116 126]
  [158 142 152]
  [190 174 184]]

 [[ 98 124  99]
  [ 98 124  97]
  [ 86 115  85]
  ...
  [127 111 122]
  [134 118 129]
  [142 126 137]]

 [[ 96 122  97]
  [105 131 104]
  [103 132 102]
  ...
  [134 118 129]
  [133 117 128]
  [123 107 118]]]"
4295,2531.png,371,116,461,227,face_with_mask,"[[[173 129 102]
  [173 129 102]
  [173 129 102]
  ...
  [239 239 239]
  [255 255 255]
  [255 255 255]]

 [[172 128 101]
  [172 128 101]
  [173 129 102]
  ...
  [239 239 239]
  [255 255 255]
  [255 255 255]]

 [[170 126  99]
  [171 127 100]
  [172 128 101]
  ...
  [239 239 239]
  [255 255 255]
  [255 255 255]]

 ...

 [[184 138 114]
  [185 139 115]
  [187 141 117]
  ...
  [239 239 239]
  [255 255 255]
  [255 255 255]]

 [[184 138 114]
  [186 140 116]
  [187 141 117]
  ...
  [239 239 239]
  [255 255 255]
  [255 255 255]]

 [[187 141 117]
  [185 139 115]
  [183 137 113]
  ...
  [239 239 239]
  [255 255 255]
  [255 255 255]]]"
4297,5306.jpg,424,170,640,431,face_no_mask,"[[[ 92  92 102]
  [ 91  91 101]
  [ 90  90 100]
  ...
  [ 44  43  48]
  [ 43  42  47]
  [ 43  42  47]]

 [[ 92  92 102]
  [ 91  91 101]
  [ 90  90 100]
  ...
  [ 42  41  46]
  [ 41  40  45]
  [ 40  39  44]]

 [[ 93  93 103]
  [ 92  92 102]
  [ 89  89  99]
  ...
  [ 43  42  47]
  [ 40  39  44]
  [ 39  38  43]]

 ...

 [[ 14  14  14]
  [ 14  14  14]
  [ 14  14  14]
  ...
  [ 12  12  12]
  [ 12  12  12]
  [ 12  12  12]]

 [[  8   8   8]
  [  8   8   8]
  [  8   8   8]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 [[247 247 247]
  [247 247 247]
  [247 247 247]
  ...
  [247 247 247]
  [247 247 247]
  [247 247 247]]]"
4298,5306.jpg,203,135,415,397,face_no_mask,"[[[ 92  92 102]
  [ 91  91 101]
  [ 90  90 100]
  ...
  [ 44  43  48]
  [ 43  42  47]
  [ 43  42  47]]

 [[ 92  92 102]
  [ 91  91 101]
  [ 90  90 100]
  ...
  [ 42  41  46]
  [ 41  40  45]
  [ 40  39  44]]

 [[ 93  93 103]
  [ 92  92 102]
  [ 89  89  99]
  ...
  [ 43  42  47]
  [ 40  39  44]
  [ 39  38  43]]

 ...

 [[ 14  14  14]
  [ 14  14  14]
  [ 14  14  14]
  ...
  [ 12  12  12]
  [ 12  12  12]
  [ 12  12  12]]

 [[  8   8   8]
  [  8   8   8]
  [  8   8   8]
  ...
  [  7   7   7]
  [  7   7   7]
  [  7   7   7]]

 [[247 247 247]
  [247 247 247]
  [247 247 247]
  ...
  [247 247 247]
  [247 247 247]
  [247 247 247]]]"
4299,2581.png,269,51,394,211,face_with_mask,"[[[ 47  48  49]
  [ 47  48  49]
  [ 47  48  49]
  ...
  [132 114 101]
  [132 114 101]
  [132 114 101]]

 [[ 48  49  51]
  [ 48  49  51]
  [ 48  49  51]
  ...
  [132 114 101]
  [132 114 101]
  [132 114 101]]

 [[ 49  51  54]
  [ 49  51  54]
  [ 49  50  54]
  ...
  [132 114 101]
  [132 114 101]
  [132 114 101]]

 ...

 [[ 27  26  28]
  [ 27  26  28]
  [ 27  26  28]
  ...
  [ 75  42  22]
  [ 74  42  23]
  [ 73  42  23]]

 [[ 26  27  28]
  [ 26  27  28]
  [ 26  27  28]
  ...
  [ 77  42  22]
  [ 76  42  22]
  [ 75  42  22]]

 [[ 26  27  28]
  [ 26  27  28]
  [ 26  27  28]
  ...
  [ 78  43  23]
  [ 77  43  23]
  [ 77  42  22]]]"
4302,4276.png,152,73,309,262,face_with_mask,"[[[155 168 164]
  [163 175 170]
  [171 184 178]
  ...
  [180 193 187]
  [180 193 187]
  [180 193 187]]

 [[161 174 171]
  [168 181 177]
  [176 189 184]
  ...
  [182 196 189]
  [182 196 189]
  [181 196 189]]

 [[173 186 183]
  [179 192 189]
  [185 197 193]
  ...
  [182 197 190]
  [182 197 190]
  [181 197 190]]

 ...

 [[128 130 145]
  [125 127 143]
  [126 129 143]
  ...
  [ 43  39  46]
  [ 43  39  46]
  [ 43  39  46]]

 [[119 120 136]
  [118 121 135]
  [118 121 135]
  ...
  [ 43  39  46]
  [ 43  39  46]
  [ 43  39  46]]

 [[114 116 131]
  [114 116 130]
  [113 115 129]
  ...
  [ 43  39  46]
  [ 43  39  46]
  [ 43  39  46]]]"
4303,4276.png,494,108,603,254,face_with_mask,"[[[155 168 164]
  [163 175 170]
  [171 184 178]
  ...
  [180 193 187]
  [180 193 187]
  [180 193 187]]

 [[161 174 171]
  [168 181 177]
  [176 189 184]
  ...
  [182 196 189]
  [182 196 189]
  [181 196 189]]

 [[173 186 183]
  [179 192 189]
  [185 197 193]
  ...
  [182 197 190]
  [182 197 190]
  [181 197 190]]

 ...

 [[128 130 145]
  [125 127 143]
  [126 129 143]
  ...
  [ 43  39  46]
  [ 43  39  46]
  [ 43  39  46]]

 [[119 120 136]
  [118 121 135]
  [118 121 135]
  ...
  [ 43  39  46]
  [ 43  39  46]
  [ 43  39  46]]

 [[114 116 131]
  [114 116 130]
  [113 115 129]
  ...
  [ 43  39  46]
  [ 43  39  46]
  [ 43  39  46]]]"
4306,2441.png,145,237,229,321,face_with_mask,"[[[106 105 100]
  [108 107 102]
  [110 109 104]
  ...
  [126 127 122]
  [120 121 116]
  [146 147 142]]

 [[113 112 107]
  [108 107 102]
  [112 111 107]
  ...
  [124 125 120]
  [121 122 117]
  [167 168 163]]

 [[127 126 121]
  [110 109 104]
  [108 107 102]
  ...
  [124 125 120]
  [154 155 150]
  [183 184 179]]

 ...

 [[118 119 121]
  [117 118 120]
  [116 117 119]
  ...
  [116 117 119]
  [118 119 121]
  [120 121 123]]

 [[118 119 121]
  [116 117 119]
  [115 116 118]
  ...
  [117 118 120]
  [117 118 120]
  [118 119 121]]

 [[116 117 119]
  [115 116 118]
  [114 115 117]
  ...
  [116 117 119]
  [116 117 119]
  [116 117 119]]]"
4309,2478.png,235,60,473,375,face_with_mask,"[[[241 235 235]
  [249 247 244]
  [255 254 250]
  ...
  [227 222 216]
  [227 222 216]
  [227 222 216]]

 [[233 225 226]
  [246 242 239]
  [255 252 249]
  ...
  [227 222 216]
  [227 222 216]
  [226 221 215]]

 [[228 218 219]
  [244 237 235]
  [255 251 248]
  ...
  [227 222 216]
  [226 221 215]
  [225 220 214]]

 ...

 [[211 199 185]
  [211 199 185]
  [211 199 185]
  ...
  [138 139 121]
  [135 138 119]
  [136 140 121]]

 [[209 197 183]
  [209 197 183]
  [210 198 184]
  ...
  [136 137 119]
  [137 139 119]
  [138 140 119]]

 [[209 197 183]
  [209 197 183]
  [210 198 184]
  ...
  [135 136 118]
  [137 139 119]
  [138 140 119]]]"
4311,4632.png,50,7,390,394,face_with_mask,"[[[172 135 105]
  [172 135 106]
  [173 136 107]
  ...
  [ 67  64  84]
  [ 65  61  82]
  [ 71  68  90]]

 [[176 139 110]
  [177 139 110]
  [173 136 106]
  ...
  [ 70  67  86]
  [ 71  68  87]
  [ 70  67  87]]

 [[175 137 108]
  [174 137 108]
  [172 135 105]
  ...
  [ 70  67  86]
  [ 71  67  87]
  [ 69  66  85]]

 ...

 [[ 81  25  52]
  [ 79  24  50]
  [ 76  22  48]
  ...
  [ 38  19  42]
  [ 39  21  46]
  [ 38  21  48]]

 [[ 80  24  50]
  [ 79  24  50]
  [ 76  22  47]
  ...
  [ 43  24  45]
  [ 35  18  42]
  [ 34  17  44]]

 [[ 78  22  47]
  [ 79  24  49]
  [ 76  22  46]
  ...
  [ 40  20  39]
  [ 35  17  40]
  [ 38  22  48]]]"
4313,1901.jpg,1485,801,1673,1056,face_with_mask,"[[[222 209 203]
  [220 207 199]
  [218 205 197]
  ...
  [171 181 183]
  [171 181 183]
  [171 181 183]]

 [[215 202 196]
  [217 206 200]
  [223 210 202]
  ...
  [170 180 182]
  [170 180 182]
  [170 180 182]]

 [[230 219 215]
  [229 220 213]
  [227 216 210]
  ...
  [170 180 182]
  [170 180 182]
  [169 179 181]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [112 120 123]
  [115 123 126]
  [117 125 128]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [112 120 123]
  [115 123 126]
  [117 125 128]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [112 120 123]
  [114 122 125]
  [116 124 127]]]"
